,Date,Time,Aspect 0 of Phase A  State,Aspect 1 of Phase A  State,Aspect 2 of Phase A  State,Result,Phase
13020,24-Jun-17,17:53:45,0,1,0,Amber,A
13021,24-Jun-17,17:53:45,0,1,0,Amber,A
13022,24-Jun-17,17:53:45,0,1,0,Amber,A
13023,24-Jun-17,17:53:45,0,1,0,Amber,A
13024,24-Jun-17,17:53:45,0,1,0,Amber,A
13025,24-Jun-17,17:53:45,0,1,0,Amber,A
13026,24-Jun-17,17:53:45,0,1,0,Amber,A
13312,24-Jun-17,17:53:45,0,1,0,Amber,A
13313,24-Jun-17,17:53:45,0,1,0,Amber,A
13314,24-Jun-17,17:53:45,0,1,0,Amber,A
13315,24-Jun-17,17:53:45,0,1,0,Amber,A
13316,24-Jun-17,17:53:45,0,1,0,Amber,A
13317,24-Jun-17,17:53:45,0,1,0,Amber,A
13318,24-Jun-17,17:53:45,0,1,0,Amber,A
13319,24-Jun-17,17:53:45,0,1,0,Amber,A
13320,24-Jun-17,17:53:45,0,1,0,Amber,A
13321,24-Jun-17,17:53:45,0,1,0,Amber,A
13322,24-Jun-17,17:53:45,0,1,0,Amber,A
13323,24-Jun-17,17:53:45,0,1,0,Amber,A
13324,24-Jun-17,17:53:45,0,1,0,Amber,A
13325,24-Jun-17,17:53:45,0,1,0,Amber,A
13326,24-Jun-17,17:53:45,0,1,0,Amber,A
13612,24-Jun-17,17:53:45,0,1,0,Amber,A
13613,24-Jun-17,17:53:45,0,1,0,Amber,A
13614,24-Jun-17,17:53:45,0,1,0,Amber,A
13615,24-Jun-17,17:53:45,0,1,0,Amber,A
13616,24-Jun-17,17:53:45,0,1,0,Amber,A
13617,24-Jun-17,17:53:45,0,1,0,Amber,A
13618,24-Jun-17,17:53:45,0,1,0,Amber,A
13619,24-Jun-17,17:53:45,0,1,0,Amber,A
13620,24-Jun-17,17:53:45,0,1,0,Amber,A
13621,24-Jun-17,17:53:45,0,1,0,Amber,A
13622,24-Jun-17,17:53:45,0,1,0,Amber,A
13623,24-Jun-17,17:53:45,0,1,0,Amber,A
13624,24-Jun-17,17:53:45,0,1,0,Amber,A
13625,24-Jun-17,17:53:45,0,1,0,Amber,A
13626,24-Jun-17,17:53:45,0,1,0,Amber,A
13912,24-Jun-17,17:53:45,0,1,0,Amber,A
13913,24-Jun-17,17:53:45,0,1,0,Amber,A
13914,24-Jun-17,17:53:45,0,1,0,Amber,A
13915,24-Jun-17,17:53:45,0,1,0,Amber,A
13916,24-Jun-17,17:53:45,0,1,0,Amber,A
13917,24-Jun-17,17:53:45,0,1,0,Amber,A
13918,24-Jun-17,17:53:45,0,1,0,Amber,A
13919,24-Jun-17,17:53:45,0,1,0,Amber,A
13920,24-Jun-17,17:53:45,0,1,0,Amber,A
13921,24-Jun-17,17:53:45,0,1,0,Amber,A
13922,24-Jun-17,17:53:45,0,1,0,Amber,A
13923,24-Jun-17,17:53:45,0,1,0,Amber,A
13924,24-Jun-17,17:53:45,0,1,0,Amber,A
13925,24-Jun-17,17:53:45,0,1,0,Amber,A
13926,24-Jun-17,17:53:45,0,1,0,Amber,A
14212,24-Jun-17,17:53:46,0,1,0,Amber,A
14213,24-Jun-17,17:53:46,0,1,0,Amber,A
14214,24-Jun-17,17:53:46,0,1,0,Amber,A
14215,24-Jun-17,17:53:46,0,1,0,Amber,A
14216,24-Jun-17,17:53:46,0,1,0,Amber,A
14217,24-Jun-17,17:53:46,0,1,0,Amber,A
14218,24-Jun-17,17:53:46,0,1,0,Amber,A
14219,24-Jun-17,17:53:46,0,1,0,Amber,A
14220,24-Jun-17,17:53:46,0,1,0,Amber,A
14221,24-Jun-17,17:53:46,0,1,0,Amber,A
14222,24-Jun-17,17:53:46,0,1,0,Amber,A
14223,24-Jun-17,17:53:46,0,1,0,Amber,A
14224,24-Jun-17,17:53:46,0,1,0,Amber,A
14225,24-Jun-17,17:53:46,0,1,0,Amber,A
14226,24-Jun-17,17:53:46,0,1,0,Amber,A
14512,24-Jun-17,17:53:46,0,1,0,Amber,A
14513,24-Jun-17,17:53:46,0,1,0,Amber,A
14514,24-Jun-17,17:53:46,0,1,0,Amber,A
14515,24-Jun-17,17:53:46,0,1,0,Amber,A
14516,24-Jun-17,17:53:46,0,1,0,Amber,A
14517,24-Jun-17,17:53:46,0,1,0,Amber,A
14518,24-Jun-17,17:53:46,0,1,0,Amber,A
14519,24-Jun-17,17:53:46,0,1,0,Amber,A
14520,24-Jun-17,17:53:46,0,1,0,Amber,A
14521,24-Jun-17,17:53:46,0,1,0,Amber,A
14522,24-Jun-17,17:53:46,0,1,0,Amber,A
14523,24-Jun-17,17:53:46,0,1,0,Amber,A
14524,24-Jun-17,17:53:46,0,1,0,Amber,A
14525,24-Jun-17,17:53:46,0,1,0,Amber,A
14526,24-Jun-17,17:53:46,0,1,0,Amber,A
14812,24-Jun-17,17:53:46,0,1,0,Amber,A
14813,24-Jun-17,17:53:46,0,1,0,Amber,A
14814,24-Jun-17,17:53:46,0,1,0,Amber,A
14815,24-Jun-17,17:53:46,0,1,0,Amber,A
14816,24-Jun-17,17:53:46,0,1,0,Amber,A
14817,24-Jun-17,17:53:46,0,1,0,Amber,A
14818,24-Jun-17,17:53:46,0,1,0,Amber,A
14819,24-Jun-17,17:53:46,0,1,0,Amber,A
14820,24-Jun-17,17:53:46,0,1,0,Amber,A
14821,24-Jun-17,17:53:46,0,1,0,Amber,A
14822,24-Jun-17,17:53:46,0,1,0,Amber,A
14823,24-Jun-17,17:53:46,0,1,0,Amber,A
14824,24-Jun-17,17:53:46,0,1,0,Amber,A
14825,24-Jun-17,17:53:46,0,1,0,Amber,A
14826,24-Jun-17,17:53:46,0,1,0,Amber,A
15112,24-Jun-17,17:53:46,0,1,0,Amber,A
15113,24-Jun-17,17:53:46,0,1,0,Amber,A
15114,24-Jun-17,17:53:46,0,1,0,Amber,A
15115,24-Jun-17,17:53:46,0,1,0,Amber,A
15116,24-Jun-17,17:53:46,0,1,0,Amber,A
15117,24-Jun-17,17:53:46,0,1,0,Amber,A
15118,24-Jun-17,17:53:46,0,1,0,Amber,A
15119,24-Jun-17,17:53:46,0,1,0,Amber,A
15120,24-Jun-17,17:53:46,0,1,0,Amber,A
15121,24-Jun-17,17:53:46,0,1,0,Amber,A
15122,24-Jun-17,17:53:46,0,1,0,Amber,A
15123,24-Jun-17,17:53:46,0,1,0,Amber,A
15124,24-Jun-17,17:53:46,0,1,0,Amber,A
15125,24-Jun-17,17:53:46,0,1,0,Amber,A
15126,24-Jun-17,17:53:46,0,1,0,Amber,A
15412,24-Jun-17,17:53:46,0,1,0,Amber,A
15413,24-Jun-17,17:53:46,0,1,0,Amber,A
15414,24-Jun-17,17:53:46,0,1,0,Amber,A
15415,24-Jun-17,17:53:46,0,1,0,Amber,A
15416,24-Jun-17,17:53:46,0,1,0,Amber,A
15417,24-Jun-17,17:53:46,0,1,0,Amber,A
15418,24-Jun-17,17:53:46,0,1,0,Amber,A
15419,24-Jun-17,17:53:46,0,1,0,Amber,A
15420,24-Jun-17,17:53:46,0,1,0,Amber,A
15421,24-Jun-17,17:53:46,0,1,0,Amber,A
15422,24-Jun-17,17:53:46,0,1,0,Amber,A
15423,24-Jun-17,17:53:46,0,1,0,Amber,A
15424,24-Jun-17,17:53:46,0,1,0,Amber,A
15425,24-Jun-17,17:53:46,0,1,0,Amber,A
15426,24-Jun-17,17:53:46,0,1,0,Amber,A
15712,24-Jun-17,17:53:46,0,1,0,Amber,A
15713,24-Jun-17,17:53:46,0,1,0,Amber,A
15714,24-Jun-17,17:53:46,0,1,0,Amber,A
15715,24-Jun-17,17:53:46,0,1,0,Amber,A
15716,24-Jun-17,17:53:46,0,1,0,Amber,A
15717,24-Jun-17,17:53:46,0,1,0,Amber,A
15718,24-Jun-17,17:53:46,0,1,0,Amber,A
15719,24-Jun-17,17:53:46,0,1,0,Amber,A
15720,24-Jun-17,17:53:46,0,1,0,Amber,A
15721,24-Jun-17,17:53:46,0,1,0,Amber,A
15722,24-Jun-17,17:53:46,0,1,0,Amber,A
15723,24-Jun-17,17:53:46,0,1,0,Amber,A
15724,24-Jun-17,17:53:46,0,1,0,Amber,A
15725,24-Jun-17,17:53:46,0,1,0,Amber,A
15726,24-Jun-17,17:53:46,0,1,0,Amber,A
16012,24-Jun-17,17:53:47,0,1,0,Amber,A
16013,24-Jun-17,17:53:47,0,1,0,Amber,A
16014,24-Jun-17,17:53:47,0,1,0,Amber,A
16015,24-Jun-17,17:53:47,0,1,0,Amber,A
16016,24-Jun-17,17:53:47,0,1,0,Amber,A
16017,24-Jun-17,17:53:47,0,1,0,Amber,A
16018,24-Jun-17,17:53:47,0,1,0,Amber,A
16019,24-Jun-17,17:53:47,0,1,0,Amber,A
16020,24-Jun-17,17:53:47,0,1,0,Amber,A
16021,24-Jun-17,17:53:47,0,1,0,Amber,A
16022,24-Jun-17,17:53:47,0,1,0,Amber,A
16023,24-Jun-17,17:53:47,0,1,0,Amber,A
16024,24-Jun-17,17:53:47,0,1,0,Amber,A
16025,24-Jun-17,17:53:47,0,1,0,Amber,A
16026,24-Jun-17,17:53:47,0,1,0,Amber,A
16312,24-Jun-17,17:53:47,0,1,0,Amber,A
16313,24-Jun-17,17:53:47,0,1,0,Amber,A
16314,24-Jun-17,17:53:47,0,1,0,Amber,A
16315,24-Jun-17,17:53:47,0,1,0,Amber,A
16316,24-Jun-17,17:53:47,0,1,0,Amber,A
16317,24-Jun-17,17:53:47,0,1,0,Amber,A
16318,24-Jun-17,17:53:47,0,1,0,Amber,A
16319,24-Jun-17,17:53:47,0,1,0,Amber,A
16320,24-Jun-17,17:53:47,0,1,0,Amber,A
16321,24-Jun-17,17:53:47,0,1,0,Amber,A
16322,24-Jun-17,17:53:47,0,1,0,Amber,A
16323,24-Jun-17,17:53:47,0,1,0,Amber,A
16324,24-Jun-17,17:53:47,0,1,0,Amber,A
16325,24-Jun-17,17:53:47,0,1,0,Amber,A
16326,24-Jun-17,17:53:47,0,1,0,Amber,A
16612,24-Jun-17,17:53:48,0,1,0,Amber,A
16613,24-Jun-17,17:53:48,0,1,0,Amber,A
16614,24-Jun-17,17:53:48,0,1,0,Amber,A
16615,24-Jun-17,17:53:48,0,1,0,Amber,A
16616,24-Jun-17,17:53:48,0,1,0,Amber,A
16617,24-Jun-17,17:53:48,0,1,0,Amber,A
16618,24-Jun-17,17:53:48,0,1,0,Amber,A
16619,24-Jun-17,17:53:48,0,1,0,Amber,A
16620,24-Jun-17,17:53:48,0,1,0,Amber,A
16621,24-Jun-17,17:53:48,0,1,0,Amber,A
16622,24-Jun-17,17:53:48,0,1,0,Amber,A
16623,24-Jun-17,17:53:48,0,1,0,Amber,A
16624,24-Jun-17,17:53:48,0,1,0,Amber,A
16625,24-Jun-17,17:53:48,0,1,0,Amber,A
16626,24-Jun-17,17:53:48,0,1,0,Amber,A
16912,24-Jun-17,17:53:48,0,1,0,Amber,A
16913,24-Jun-17,17:53:48,0,1,0,Amber,A
16914,24-Jun-17,17:53:48,0,1,0,Amber,A
16915,24-Jun-17,17:53:48,0,1,0,Amber,A
16916,24-Jun-17,17:53:48,0,1,0,Amber,A
16917,24-Jun-17,17:53:48,0,1,0,Amber,A
16918,24-Jun-17,17:53:48,0,1,0,Amber,A
16919,24-Jun-17,17:53:48,0,1,0,Amber,A
16920,24-Jun-17,17:53:48,0,1,0,Amber,A
16921,24-Jun-17,17:53:48,0,1,0,Amber,A
16922,24-Jun-17,17:53:48,0,1,0,Amber,A
16923,24-Jun-17,17:53:48,0,1,0,Amber,A
16924,24-Jun-17,17:53:48,0,1,0,Amber,A
16925,24-Jun-17,17:53:48,0,1,0,Amber,A
16926,24-Jun-17,17:53:48,0,1,0,Amber,A
17212,24-Jun-17,17:53:48,0,1,0,Amber,A
17213,24-Jun-17,17:53:48,0,1,0,Amber,A
17214,24-Jun-17,17:53:48,0,1,0,Amber,A
17215,24-Jun-17,17:53:48,0,1,0,Amber,A
17216,24-Jun-17,17:53:48,0,1,0,Amber,A
17217,24-Jun-17,17:53:48,0,1,0,Amber,A
17218,24-Jun-17,17:53:48,0,1,0,Amber,A
17219,24-Jun-17,17:53:48,0,1,0,Amber,A
17220,24-Jun-17,17:53:48,0,1,0,Amber,A
17221,24-Jun-17,17:53:48,0,1,0,Amber,A
17222,24-Jun-17,17:53:48,0,1,0,Amber,A
17223,24-Jun-17,17:53:48,0,1,0,Amber,A
17224,24-Jun-17,17:53:48,0,1,0,Amber,A
17225,24-Jun-17,17:53:48,0,1,0,Amber,A
17226,24-Jun-17,17:53:48,0,1,0,Amber,A
17512,24-Jun-17,17:53:48,0,1,0,Amber,A
17513,24-Jun-17,17:53:48,0,1,0,Amber,A
17514,24-Jun-17,17:53:48,0,1,0,Amber,A
17515,24-Jun-17,17:53:48,0,1,0,Amber,A
17516,24-Jun-17,17:53:48,0,1,0,Amber,A
17517,24-Jun-17,17:53:48,0,1,0,Amber,A
17518,24-Jun-17,17:53:48,0,1,0,Amber,A
17519,24-Jun-17,17:53:48,0,1,0,Amber,A
17520,24-Jun-17,17:53:48,0,1,0,Amber,A
17521,24-Jun-17,17:53:48,0,1,0,Amber,A
17522,24-Jun-17,17:53:48,0,1,0,Amber,A
17523,24-Jun-17,17:53:48,0,1,0,Amber,A
17524,24-Jun-17,17:53:48,0,1,0,Amber,A
17525,24-Jun-17,17:53:48,0,1,0,Amber,A
17526,24-Jun-17,17:53:48,0,1,0,Amber,A
17812,24-Jun-17,17:53:49,0,1,0,Amber,A
17813,24-Jun-17,17:53:49,0,1,0,Amber,A
17814,24-Jun-17,17:53:49,0,1,0,Amber,A
17815,24-Jun-17,17:53:49,0,1,0,Amber,A
17816,24-Jun-17,17:53:49,0,1,0,Amber,A
17817,24-Jun-17,17:53:49,0,1,0,Amber,A
17818,24-Jun-17,17:53:49,0,1,0,Amber,A
17819,24-Jun-17,17:53:49,0,1,0,Amber,A
17820,24-Jun-17,17:53:49,0,1,0,Amber,A
17821,24-Jun-17,17:53:49,0,1,0,Amber,A
17822,24-Jun-17,17:53:49,0,1,0,Amber,A
17823,24-Jun-17,17:53:49,0,1,0,Amber,A
17824,24-Jun-17,17:53:49,0,1,0,Amber,A
17825,24-Jun-17,17:53:49,0,1,0,Amber,A
17826,24-Jun-17,17:53:49,0,1,0,Amber,A
18112,24-Jun-17,17:53:49,0,1,0,Amber,A
18113,24-Jun-17,17:53:49,0,1,0,Amber,A
18114,24-Jun-17,17:53:49,0,1,0,Amber,A
18115,24-Jun-17,17:53:49,0,1,0,Amber,A
18116,24-Jun-17,17:53:49,0,1,0,Amber,A
18117,24-Jun-17,17:53:49,0,1,0,Amber,A
18118,24-Jun-17,17:53:49,0,1,0,Amber,A
18119,24-Jun-17,17:53:49,0,1,0,Amber,A
18120,24-Jun-17,17:53:49,0,1,0,Amber,A
18121,24-Jun-17,17:53:49,0,1,0,Amber,A
18122,24-Jun-17,17:53:49,0,1,0,Amber,A
18123,24-Jun-17,17:53:49,0,1,0,Amber,A
18124,24-Jun-17,17:53:49,0,1,0,Amber,A
18125,24-Jun-17,17:53:49,0,1,0,Amber,A
18126,24-Jun-17,17:53:49,0,1,0,Amber,A
18412,24-Jun-17,17:53:49,0,1,0,Amber,A
18413,24-Jun-17,17:53:49,0,1,0,Amber,A
18414,24-Jun-17,17:53:49,0,1,0,Amber,A
18415,24-Jun-17,17:53:49,0,1,0,Amber,A
18416,24-Jun-17,17:53:49,0,1,0,Amber,A
18417,24-Jun-17,17:53:49,0,1,0,Amber,A
18418,24-Jun-17,17:53:49,0,1,0,Amber,A
18419,24-Jun-17,17:53:49,0,1,0,Amber,A
18420,24-Jun-17,17:53:49,0,1,0,Amber,A
18421,24-Jun-17,17:53:49,0,1,0,Amber,A
18422,24-Jun-17,17:53:49,0,1,0,Amber,A
18423,24-Jun-17,17:53:49,0,1,0,Amber,A
18424,24-Jun-17,17:53:49,0,1,0,Amber,A
18425,24-Jun-17,17:53:49,0,1,0,Amber,A
18426,24-Jun-17,17:53:49,0,1,0,Amber,A
18712,24-Jun-17,17:53:49,0,1,0,Amber,A
18713,24-Jun-17,17:53:49,0,1,0,Amber,A
18714,24-Jun-17,17:53:49,0,1,0,Amber,A
18715,24-Jun-17,17:53:49,0,1,0,Amber,A
18716,24-Jun-17,17:53:49,0,1,0,Amber,A
18717,24-Jun-17,17:53:49,0,1,0,Amber,A
18718,24-Jun-17,17:53:49,0,1,0,Amber,A
18719,24-Jun-17,17:53:49,0,1,0,Amber,A
18720,24-Jun-17,17:53:49,0,1,0,Amber,A
18721,24-Jun-17,17:53:49,0,1,0,Amber,A
18722,24-Jun-17,17:53:49,0,1,0,Amber,A
18723,24-Jun-17,17:53:49,0,1,0,Amber,A
18724,24-Jun-17,17:53:49,0,1,0,Amber,A
18725,24-Jun-17,17:53:49,0,1,0,Amber,A
18726,24-Jun-17,17:53:49,0,1,0,Amber,A
19012,24-Jun-17,17:53:49,0,1,0,Amber,A
19013,24-Jun-17,17:53:49,0,1,0,Amber,A
19014,24-Jun-17,17:53:49,0,1,0,Amber,A
19015,24-Jun-17,17:53:49,0,1,0,Amber,A
19016,24-Jun-17,17:53:49,0,1,0,Amber,A
19017,24-Jun-17,17:53:49,0,1,0,Amber,A
19018,24-Jun-17,17:53:49,0,1,0,Amber,A
19019,24-Jun-17,17:53:49,0,1,0,Amber,A
19020,24-Jun-17,17:53:49,0,1,0,Amber,A
19021,24-Jun-17,17:53:49,0,1,0,Amber,A
19022,24-Jun-17,17:53:49,0,1,0,Amber,A
19023,24-Jun-17,17:53:49,0,1,0,Amber,A
19024,24-Jun-17,17:53:49,0,1,0,Amber,A
19025,24-Jun-17,17:53:49,0,1,0,Amber,A
19026,24-Jun-17,17:53:49,0,1,0,Amber,A
19312,24-Jun-17,17:53:55,0,1,0,Amber,A
19313,24-Jun-17,17:53:55,0,1,0,Amber,A
19314,24-Jun-17,17:53:56,0,1,0,Amber,A
19315,24-Jun-17,17:53:56,0,1,0,Amber,A
19316,24-Jun-17,17:53:57,0,1,0,Amber,A
19317,24-Jun-17,17:53:57,0,1,0,Amber,A
19318,24-Jun-17,17:53:57,0,1,0,Amber,A
